ID,Disease Name,Category,Symptom Description,Leaf Color,Spots Present,Humidity (%),Temperature (°C),Soil pH,Cause
1943,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,69.0,30.8,7.3,Fungus
1944,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,77.6,30.7,6.4,Fungus
1945,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,58.6,32.3,7.2,Chemical
1946,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,80.5,31.9,4.7,Bacteria
1947,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,48.0,22.6,6.0,Chemical
1948,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,74.7,16.1,6.5,Fungus
1949,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,65.9,21.4,5.2,Virus
1950,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,63.6,28.3,6.9,Virus
1951,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,52.8,28.4,6.8,Fungus
1952,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,44.7,22.2,5.2,Fungus
1953,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,53.2,15.5,6.0,Deficiency
1954,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,48.0,15.2,5.6,Virus
1955,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,54.0,26.5,6.6,Chemical
1956,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,67.8,19.8,4.6,Chemical
1957,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,75.1,28.3,6.6,Deficiency
1958,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,71.7,23.9,5.7,Virus
1959,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,60.0,22.2,6.8,Virus
1960,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,43.0,30.9,6.3,Chemical
1961,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,82.9,17.0,4.6,Virus
1962,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,76.2,21.6,4.6,Chemical
1963,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,53.4,28.4,5.3,Virus
1964,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,67.2,32.2,5.6,Fungus
1965,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,80.7,26.4,4.8,Chemical
1966,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,69.4,27.3,5.8,Chemical
1967,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,70.2,15.3,5.0,Chemical
1968,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,64.8,22.3,6.1,Fungus
1969,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,88.5,22.7,6.0,Virus
1970,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,83.1,21.3,5.9,Environmental
1971,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,85.0,18.0,5.8,Deficiency
1972,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,71.7,22.4,5.7,Fungus
1973,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,49.6,25.9,4.8,Virus
1974,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,50.8,27.9,6.4,Fungus
1975,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,85.9,30.2,5.0,Fungus
1976,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,80.0,16.4,4.5,Fungus
1977,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,54.1,25.7,6.3,Environmental
1978,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,84.3,24.5,5.2,Environmental
1979,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,50.6,21.8,4.8,Deficiency
1980,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,70.3,23.5,5.9,Bacteria
1981,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,59.6,20.5,5.2,Virus
1982,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,65.1,29.8,6.2,Fungus
1983,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,52.1,20.7,6.1,Environmental
1984,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,59.8,22.1,6.1,Virus
1985,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,49.7,32.8,6.8,Chemical
1986,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,70.1,21.0,5.7,Chemical
1987,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,58.1,19.7,5.9,Fungus
1988,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,43.1,30.3,4.6,Deficiency
1989,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,53.0,27.8,6.8,Fungus
1990,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,56.4,25.1,6.5,Chemical
1991,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,51.3,19.5,5.3,Deficiency
1992,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,69.2,29.3,6.9,Deficiency
1993,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,74.6,31.1,6.2,Bacteria
1994,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,60.8,30.5,7.4,Fungus
1995,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,83.3,32.6,5.1,Environmental
1996,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,67.9,20.2,7.3,Bacteria
1997,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,55.1,28.0,5.0,Environmental
1998,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,51.4,23.0,4.7,Virus
1999,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,49.2,20.9,7.2,Bacteria
2000,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,55.8,30.6,5.2,Chemical
2001,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,62.7,24.0,6.1,Deficiency
2002,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,56.1,30.2,6.4,Fungus
2003,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,69.9,26.9,6.0,Chemical
2004,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,82.7,28.7,5.2,Deficiency
2005,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,62.5,23.8,5.6,Environmental
2006,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,62.1,15.8,6.8,Environmental
2007,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.7,31.5,7.0,Deficiency
2008,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,83.1,22.8,4.8,Deficiency
2009,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,53.1,20.5,6.9,Deficiency
2010,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,40.3,19.7,6.9,Virus
2011,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,56.7,15.6,7.2,Environmental
2012,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,80.3,32.3,7.5,Fungus
2013,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,86.2,18.8,6.0,Virus
2014,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,88.7,23.6,4.7,Fungus
2015,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,89.9,20.6,4.6,Virus
2016,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,66.4,22.4,5.4,Fungus
2017,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,85.1,19.8,6.8,Fungus
2018,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,59.6,26.0,5.9,Environmental
2019,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,54.0,34.0,6.8,Environmental
2020,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,82.4,26.0,6.8,Fungus
2021,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,51.1,19.7,5.4,Bacteria
2022,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,40.8,27.2,6.1,Fungus
2023,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,70.5,29.9,7.4,Environmental
2024,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,62.6,27.9,5.2,Fungus
2025,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,45.5,32.8,5.8,Virus
2026,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,46.4,22.6,4.6,Fungus
2027,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,62.7,26.6,5.4,Environmental
2028,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,45.6,26.8,5.5,Bacteria
2029,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,42.6,19.1,5.7,Bacteria
2030,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,58.1,26.3,6.7,Environmental
2031,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,73.1,28.6,5.6,Fungus
2032,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,87.7,19.5,5.8,Fungus
2033,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,57.3,17.3,7.3,Chemical
2034,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,54.7,32.1,5.3,Environmental
2035,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,54.8,27.4,6.5,Fungus
2036,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.8,21.3,7.5,Deficiency
2037,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,84.0,21.8,5.4,Bacteria
2038,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,54.6,19.2,6.3,Fungus
2039,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,46.1,26.9,6.8,Virus
2040,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,89.9,24.4,4.9,Chemical
2041,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,47.8,31.5,4.9,Chemical
2042,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,61.3,18.1,5.6,Virus
2043,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,41.4,19.1,7.5,Virus
2044,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,50.8,34.6,7.3,Deficiency
2045,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,87.4,28.5,6.8,Fungus
2046,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,75.5,19.9,5.4,Chemical
2047,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,72.4,32.9,7.1,Virus
2048,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,84.6,32.4,6.8,Chemical
2049,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,74.8,20.9,6.0,Fungus
2050,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,52.3,16.8,4.8,Virus
2051,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,61.4,21.1,6.2,Virus
2052,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,74.8,26.5,7.3,Environmental
2053,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,59.1,24.9,4.9,Environmental
2054,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,88.7,25.6,5.1,Environmental
2055,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,66.6,30.8,5.3,Deficiency
2056,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,71.9,16.4,5.0,Fungus
2057,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,86.1,23.0,5.3,Fungus
2058,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,57.2,23.9,4.8,Bacteria
2059,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,77.8,21.6,6.1,Environmental
2060,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,65.6,26.2,6.8,Fungus
2061,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,41.2,28.7,5.7,Fungus
2062,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,78.1,33.7,5.3,Fungus
2063,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,42.3,28.2,6.6,Environmental
2064,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,43.8,29.5,5.7,Chemical
2065,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,54.2,23.7,5.6,Deficiency
2066,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,63.7,27.1,4.7,Virus
2067,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,61.9,16.3,7.5,Virus
2068,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,79.1,22.6,5.6,Virus
2069,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,80.3,24.0,6.4,Fungus
2070,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,52.3,32.8,6.8,Chemical
2071,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,68.9,24.7,5.5,Fungus
2072,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,73.7,27.7,6.7,Virus
2073,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,41.6,17.4,5.9,Fungus
2074,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,64.4,25.8,6.8,Bacteria
2075,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,40.4,20.4,6.7,Environmental
2076,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,77.6,16.8,6.6,Fungus
2077,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,75.3,24.2,4.9,Bacteria
2078,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,80.1,24.7,5.2,Environmental
2079,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,63.1,16.5,5.6,Environmental
2080,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,72.7,27.8,7.0,Bacteria
2081,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,57.4,18.8,7.0,Fungus
2082,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,57.6,31.3,7.4,Fungus
2083,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,75.7,25.1,5.4,Chemical
2084,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,51.0,24.7,6.9,Chemical
2085,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,60.4,28.4,4.8,Fungus
2086,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,72.5,27.8,4.9,Fungus
2087,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,89.0,16.8,5.7,Environmental
2088,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,86.6,19.8,5.3,Environmental
2089,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,48.2,29.9,5.0,Chemical
2090,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,51.9,20.0,4.8,Fungus
2091,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,74.4,16.2,6.0,Chemical
2092,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,40.6,15.1,6.2,Fungus
2093,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,78.8,27.0,5.0,Deficiency
2094,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,67.3,18.5,7.5,Fungus
2095,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,64.0,30.5,6.6,Environmental
2096,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,49.4,15.6,7.1,Fungus
2097,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,47.9,26.7,4.8,Fungus
2098,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,76.8,28.4,6.1,Environmental
2099,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,57.6,28.1,6.4,Environmental
2100,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,62.3,15.0,6.2,Fungus
2101,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,41.7,17.3,6.2,Fungus
2102,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,45.6,31.8,6.9,Environmental
2103,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,66.3,21.5,6.7,Bacteria
2104,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,40.0,19.0,4.8,Virus
2105,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,57.7,23.5,7.3,Bacteria
2106,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,83.6,29.6,7.3,Environmental
2107,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,87.0,16.3,4.5,Virus
2108,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,65.2,34.3,7.4,Environmental
2109,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,66.4,25.1,4.5,Environmental
2110,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,85.3,34.0,5.8,Virus
2111,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,88.4,30.2,6.0,Deficiency
2112,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,73.5,21.3,6.8,Fungus
2113,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,83.7,26.8,4.9,Deficiency
2114,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,74.9,34.4,4.5,Fungus
2115,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,55.2,23.7,7.4,Virus
2116,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,71.2,25.8,5.9,Chemical
2117,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,68.4,25.6,4.6,Fungus
2118,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,49.7,28.2,6.3,Virus
2119,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,68.7,15.0,5.5,Bacteria
2120,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,86.6,34.6,5.6,Deficiency
2121,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,78.9,25.3,5.1,Chemical
2122,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,65.3,19.0,5.5,Virus
2123,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,55.9,32.3,5.4,Deficiency
2124,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,78.1,24.6,5.8,Virus
2125,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,87.5,24.3,7.0,Environmental
2126,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,45.8,33.8,4.6,Fungus
2127,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,46.2,28.4,5.4,Fungus
2128,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,75.9,19.5,4.6,Fungus
2129,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,44.9,19.3,6.6,Virus
2130,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,65.1,25.7,4.8,Environmental
2131,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,78.5,30.6,5.4,Environmental
2132,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,40.4,22.8,5.7,Environmental
2133,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,43.4,20.1,5.8,Fungus
2134,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,49.5,28.9,5.1,Environmental
2135,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,41.1,16.6,4.8,Fungus
2136,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,44.7,27.8,6.6,Virus
2137,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,64.0,17.7,7.3,Fungus
2138,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,80.6,24.9,6.8,Virus
2139,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,52.8,23.5,4.8,Deficiency
2140,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,62.7,17.4,6.2,Bacteria
2141,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,48.3,23.1,5.9,Fungus
2142,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,53.1,34.4,6.6,Environmental
2143,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,52.7,25.4,4.9,Environmental
2144,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,64.5,16.8,6.9,Fungus
2145,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,44.3,33.4,5.7,Deficiency
2146,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,78.2,18.1,7.0,Chemical
2147,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,85.7,32.4,5.1,Fungus
2148,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,54.4,17.9,5.8,Fungus
2149,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,75.2,33.1,6.4,Virus
2150,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,70.1,34.8,7.4,Fungus
2151,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,51.1,18.9,7.1,Virus
2152,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,58.6,32.4,5.8,Chemical
2153,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,72.2,25.8,4.8,Fungus
2154,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,52.7,24.5,6.1,Fungus
2155,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,59.0,24.3,5.2,Fungus
2156,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,79.3,20.6,4.5,Fungus
2157,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,88.3,18.5,6.2,Environmental
2158,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,48.9,31.1,5.6,Chemical
2159,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,47.2,18.0,6.8,Chemical
2160,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,66.9,20.4,4.6,Fungus
2161,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,86.5,28.8,5.0,Chemical
2162,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,68.5,22.5,4.6,Fungus
2163,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,61.5,15.7,7.0,Virus
2164,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,47.2,34.8,5.8,Bacteria
2165,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,46.7,28.9,5.7,Chemical
2166,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,67.0,33.3,5.9,Virus
2167,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,74.8,16.3,6.1,Bacteria
2168,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.7,19.6,6.7,Deficiency
2169,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,41.5,34.4,6.7,Fungus
2170,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,82.8,30.3,7.2,Chemical
2171,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,48.2,17.0,7.5,Virus
2172,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,73.6,33.9,6.8,Environmental
